name,details_link,authors,avg_rating,count_ratings,editions_count,genre,reviews,price,price_type,pages_count,year_first_published,book_id
The Animals' Lawsuit Against Humanity: An Illustrated 10th Century Iraqi Ecological Fable,https://www.goodreads.com/book/show/183006.The_Animals_Lawsuit_Against_Humanity?from_search=true&from_srp=true&qid=NKupltxWtR&rank=1,"['Ikhwan al-Safa', 'Rabbi Dan Bridge', 'Rabbi Kalonymus']",4.25,171,13,10th-century,24,0.00,['Kindle'],170,950,0
"The Formation of the Sunni Schools of Law, 9th-10th Centuries C.E. (Studies in Islamic Law and Society, V. 4)",https://www.goodreads.com/book/show/4320749-the-formation-of-the-sunni-schools-of-law-9th-10th-centuries-c-e?from_search=true&from_srp=true&qid=NKupltxWtR&rank=3,['Christopher Melchert'],4.0,11,4,10th-century,3,,,244,1997,2
The Fihrist: a 10th Century AD Survey of Islamic Culture,https://www.goodreads.com/book/show/892500.The_Fihrist?from_search=true&from_srp=true&qid=NKupltxWtR&rank=4,"['Muhammad Ibn Ishaq Ibn Al-Nadim', 'Ibn Al-Nadim', 'Bayard Dodge']",4.0,8,4,10th-century,0,,,Hardcover,1970,3
"China Among Equals: The Middle Kingdom and Its Neighbors, 10Th-14th Centuries",https://www.goodreads.com/book/show/308054.China_Among_Equals?from_search=true&from_srp=true&qid=NKupltxWtR&rank=5,['Morris Rossabi'],3.92,12,2,10th-century,4,35.10,[],419,1983,4
Armenia and the Crusades: 10th to 12th Centuries: The Chronicle of Matthew of Edessa,https://www.goodreads.com/book/show/5103145-armenia-and-the-crusades?from_search=true&from_srp=true&qid=NKupltxWtR&rank=6,"['Մատթեոս Ուռհայեցի (Matthew of Edessa)', 'Grigor Erētsʻ', 'Ara Edmond Dostourian']",4.3,10,4,10th-century,0,,,392,1140,5
Emperor and Aristocracy in Heian Japan: 10th and 11th centuries,https://www.goodreads.com/book/show/19833934-emperor-and-aristocracy-in-heian-japan?from_search=true&from_srp=true&qid=NKupltxWtR&rank=7,"['Francine Herail', 'Wendy Cobcroft']",3.17,6,1,10th-century,1,,,330,2013,6
"Byzantine Military Organization on the Danube, 10th-12th Centuries (East Central and Eastern Europe in the Middle Ages, 450-1450, 22)",https://www.goodreads.com/book/show/18102497-byzantine-military-organization-on-the-danube-10th-12th-centuries?from_search=true&from_srp=true&qid=NKupltxWtR&rank=8,['Alexandru Madgearu'],4.4,5,4,10th-century,0,,,224,2013,7
Byzantine Humanism: the First Phase: Notes and Remarks on Education and Culture in Byzantium from its Origins to the 10th Century.,https://www.goodreads.com/book/show/22364132-byzantine-humanism?from_search=true&from_srp=true&qid=NKupltxWtR&rank=9,"['Paul Lemerle', 'Helen Lindsay', 'Ann Moffatt']",4.67,15,4,10th-century,1,,,379,1971,8
Source Book of American Architecture: 500 Notable Buildings from the 10th Century to the Present,https://www.goodreads.com/book/show/1443011.Source_Book_of_American_Architecture?from_search=true&from_srp=true&qid=NKupltxWtR&rank=10,['George Everard Kidder Smith'],3.75,4,2,10th-century,0,,,678,1996,9
"Greek Thought, Arabic Culture: The Graeco-Arabic Translation Movement in Baghdad and Early 'Abbasid Society (2nd-4th/8th-10th centuries)",https://www.goodreads.com/book/show/1356059.Greek_Thought_Arabic_Culture?from_search=true&from_srp=true&qid=NKupltxWtR&rank=11,['Dimitri Gutas'],4.16,160,20,10th-century,23,44.99,[],248,1998,10
"10th Century in Japan: Heian Period, Kana, Military History of Japan, Iwashimizu Hachiman-G, Buddhism in Japan, Genpei War, Rashomon",https://www.goodreads.com/book/show/9051040-10th-century-in-japan?from_search=true&from_srp=true&qid=NKupltxWtR&rank=12,['Books LLC'],5.0,1,1,10th-century,0,,,46,2010,11
"Ilm At-Tasawwuf. ""The Science of Sufism""",https://www.goodreads.com/book/show/107703662-ilm-at-tasawwuf-the-science-of-sufism?from_search=true&from_srp=true&qid=NKupltxWtR&rank=13,['Anonymous Persian Author of Late 10th Early 11th Century'],0.0,0,1,10th-century,0,,,469,2012,12
Dikduke Ha-Teamim / Mesudar Bi-Shelemut ... Al Yede Yitshak Ber Ve-Herman Lebrekht Shtrak (1879) [Leather Bound],https://www.goodreads.com/book/show/124095867-dikduke-ha-teamim-mesudar-bi-shelemut-al-yede-yitshak-ber-ve-herma?from_search=true&from_srp=true&qid=NKupltxWtR&rank=14,['Aaron ben Moses active 10th century. Ben-Asher'],0.0,0,1,10th-century,0,,,146,2022,13
"The Renaissance of Islam: History, Culture and Society in the 10th Century Muslim World",https://www.goodreads.com/book/show/51321764-the-renaissance-of-islam?from_search=true&from_srp=true&qid=NKupltxWtR&rank=15,['Adam Mez'],3.0,2,2,10th-century,0,121.50,[],544,2024,14
Kifayat Al-Talib Al-Rabbani Li-Risalah / Ibn Abi Zayd Al-Qayrawani. (1877) Volume [Leather Bound],https://www.goodreads.com/book/show/129720003-kifayat-al-talib-al-rabbani-li-risalah-ibn-abi-zayd-al-qayrawani-187?from_search=true&from_srp=true&qid=NKupltxWtR&rank=16,['Abd Allah ibn Abd al-Rahman active 10th century. Ibn Abi Zayd al-Qayrawani'],0.0,0,1,10th-century,0,,,510,2022,15
The Ẓāhirī Madhhab (3rd/9th-10th/16th Century): A Textualist Theory of Islamic Law,https://www.goodreads.com/book/show/27483468-the-hir-madhhab-3rd-9th-10th-16th-century?from_search=true&from_srp=true&qid=NKupltxWtR&rank=17,"['Jantje Engelina Bazuin', 'Amr Osman', 'Rendtorff']",3.0,3,1,10th-century,1,,,316,2014,16
Byzantine Military Tactics in Syria and Mesopotamia in the 10th Century: A Comparative Study,https://www.goodreads.com/book/show/42572706-byzantine-military-tactics-in-syria-and-mesopotamia-in-the-10th-century?from_search=true&from_srp=true&qid=NKupltxWtR&rank=18,['Georgios Theotokis'],4.0,5,4,10th-century,1,35.95,[],360,2018,17
Lexicon syriacum auctore Hassano bar Bahlule voces syriacas græcasque cum glossis syriacis et arabicis complectens; e pluribus codicibus edidit et notulis instruxit Rubens Duval,https://www.goodreads.com/book/show/170287603-lexicon-syriacum-auctore-hassano-bar-bahlule-voces-syriacas-gr-casque-cu?from_search=true&from_srp=true&qid=NKupltxWtR&rank=19,['active 10th century. Hassan bar Bahlul'],0.0,0,1,10th-century,0,,,508,1970,18
Adventures in My Beloved Medieval Alania and Beyond: A Time-Travel Novel Set in the 10th Century Caucasus Mountains,https://www.goodreads.com/book/show/6669739-adventures-in-my-beloved-medieval-alania-and-beyond?from_search=true&from_srp=true&qid=NKupltxWtR&rank=20,['Anne Hart'],5.0,2,3,10th-century,1,3.99,[],324,2009,19
"Medieval European Coinage: Volume 1, The Early Middle Ages (5th–10th Centuries) (Medieval European Coinage, Series Number 1)",https://www.goodreads.com/book/show/3472663-medieval-european-coinage?from_search=true&from_srp=true&qid=NKupltxWtR&rank=21,"['Philip Grierson', 'Mark Blackburn']",4.83,6,3,10th-century,1,,,700,1987,20
The Burial Dress of the Rus' in the Upper Volga Region (Late 10th-13th Centuries),https://www.goodreads.com/book/show/33380394-the-burial-dress-of-the-rus-in-the-upper-volga-region?from_search=true&from_srp=true&qid=NKupltxWtR&rank=22,['Iuliia Stepanova'],0.0,0,2,10th-century,0,,,416,2017,21
"The Phantom Limb Phenomenon: A Medical, Folkloric, and Historical Study : texts and translations of 10th to 20th century accounts of the miraculous restoration of lost body parts",https://www.goodreads.com/book/show/6180630-the-phantom-limb-phenomenon?from_search=true&from_srp=true&qid=NKupltxWtR&rank=23,"['Douglas B. Price', 'Neil J. Twombly']",3.67,3,1,10th-century,1,,,526,1978,22
"Pre-Modern European Economy: One Thousand Years (10th-19th Centuries) (Global Economic History Series, 5)",https://www.goodreads.com/book/show/8848431-pre-modern-european-economy?from_search=true&from_srp=true&qid=NKupltxWtR&rank=24,['Paolo Malanima'],3.88,8,4,10th-century,1,,,443,1995,23
Sogdians in China. Archaeological and art historical analyses of tombs and texts from the 3rd to the 10th century AD.,https://www.goodreads.com/book/show/28165599-sogdians-in-china-archaeological-and-art-historical-analyses-of-tombs-a?from_search=true&from_srp=true&qid=NKupltxWtR&rank=25,['Patrick Wertmann'],4.5,2,1,10th-century,0,,,,,24
Power and Exploitation in the Czech Lands in the 10th - 12th Centuries : A Central European Perspective,https://www.goodreads.com/book/show/33380387-power-and-exploitation-in-the-czech-lands-in-the-10th---12th-centuries?from_search=true&from_srp=true&qid=NKupltxWtR&rank=26,['Tomáš Petráček'],4.0,1,2,10th-century,1,,,448,2017,25
"10th Century in India: Rashtrakuta Dynasty, Western Chalukya Empire, Amoghavarsha, Krishna III, Govinda III, Dhruva Dharavarsha, Indra III",https://www.goodreads.com/book/show/12689952-10th-century-in-india?from_search=true&from_srp=true&qid=NKupltxWtR&rank=27,['Source Wikipedia'],5.0,2,1,10th-century,1,,,26,2011,26
Muhammad's Birthday Festival: Early History in the Central Muslim Lands and Development in the Muslim West Until the 10th/16th Century,https://www.goodreads.com/book/show/1630960.Muhammad_s_Birthday_Festival?from_search=true&from_srp=true&qid=NKupltxWtR&rank=28,['Nico Kaptein'],4.62,13,3,10th-century,3,,,196,1993,27
The Courtesan's Jewel Box: Chinese Stories of the 10Th-17th Centuries,https://www.goodreads.com/book/show/1700899.The_Courtesan_s_Jewel_Box?from_search=true&from_srp=true&qid=NKupltxWtR&rank=29,"['Feng Menglong', 'Yang Xianyi', 'Gladys Yang']",3.75,16,4,10th-century,4,,,Hardcover,1981,28
"Calendar and Community: A History of the Jewish Calendar, 2nd Century BCE to 10th Century CE",https://www.goodreads.com/book/show/19553206-calendar-and-community?from_search=true&from_srp=true&qid=NKupltxWtR&rank=30,['Sacha Stern'],0.0,0,1,10th-century,0,205.51,[],312,2001,29
"The Mortuary Archaeology of the Medieval Banat 10th-14th Centuries (East Central and Eastern Europe in the Middle Ages, 450-1450, 26)",https://www.goodreads.com/book/show/22959691-the-mortuary-archaeology-of-the-medieval-banat-10th-14th-centuries?from_search=true&from_srp=true&qid=NKupltxWtR&rank=31,['Silviu Ota'],0.0,0,3,10th-century,0,,,408,2014,30
Nareg - a 10th century monk's conversations with God,https://www.goodreads.com/book/show/6641105-nareg---a-10th-century-monk-s-conversations-with-god?from_search=true&from_srp=true&qid=NKupltxWtR&rank=32,['Krikor Naregatzi'],5.0,3,1,10th-century,1,,,,,31
Oriental Trade Ceramics In Southeast Asia: 10th To 16th Century,https://www.goodreads.com/book/show/3660224-oriental-trade-ceramics-in-southeast-asia?from_search=true&from_srp=true&qid=NKupltxWtR&rank=33,['John Guy'],5.0,1,1,10th-century,0,,,96,1980,32
"Irreverent Persia: Invective, Satirical and Burlesque Poetry from the Origins to the Timurid Period (10th to 15th century) (Iranian Studies Series)",https://www.goodreads.com/book/show/25102707-irreverent-persia?from_search=true&from_srp=true&qid=NKupltxWtR&rank=34,['Riccardo Zipoli'],0.0,0,1,10th-century,0,,,232,2015,33
"The Lamp for the Eye of Contemplation: The Samten Migdron by Nubchen Sangye Yeshe, a 10th-century Tibetan Buddhist Text on Meditation",https://www.goodreads.com/book/show/60705881-the-lamp-for-the-eye-of-contemplation?from_search=true&from_srp=true&qid=NKupltxWtR&rank=35,['Dylan Esler'],0.0,0,1,10th-century,0,46.75,[],538,2023,34
The Neighbours of Poland in the 10th Century,https://www.goodreads.com/book/show/10788032-the-neighbours-of-poland-in-the-10th-century?from_search=true&from_srp=true&qid=NKupltxWtR&rank=36,['Przemysław Urbańczyk'],5.0,2,1,10th-century,0,,,203,2000,35
"History, law, and literature in 10th-11th century England (Collected studies series)",https://www.goodreads.com/book/show/4530654-history-law-and-literature-in-10th-11th-century-england?from_search=true&from_srp=true&qid=NKupltxWtR&rank=37,['Dorothy Whitelock'],4.0,2,1,10th-century,0,,,1,1981,36
Fortified Settlements in Early Medieval Europe: Defended Communities of the 8th-10th Centuries,https://www.goodreads.com/book/show/27912162-fortified-settlements-in-early-medieval-europe?from_search=true&from_srp=true&qid=NKupltxWtR&rank=38,"['Neil Christie', 'Hajnalka Herold']",0.0,0,3,10th-century,0,40.00,[],352,2016,37
Authority and Control in the Countryside: From Antiquity to Islam in the Mediterranean and Near East (6th-10th Century),https://www.goodreads.com/book/show/43117988-authority-and-control-in-the-countryside?from_search=true&from_srp=true&qid=NKupltxWtR&rank=39,"['Alain Delattre', 'Marie Legendre', 'Petra Sijpesteijn']",3.0,2,1,10th-century,0,,,612,2018,38
"The Homely Touch: Folk Poetry of Old India : Selections from the 10th Century Sattasai : A Prakrit Anthology (Indo-Aryan Languages and Literature Series, V. 1) (English and Prakrit Languages Edition)",https://www.goodreads.com/book/show/3552503-the-homely-touch?from_search=true&from_srp=true&qid=NKupltxWtR&rank=40,['Hala'],0.0,0,2,10th-century,0,,,73,1986,39
"Queen Emma: A History of Power, Love, and Greed in 11th-Century England",https://www.goodreads.com/book/show/398130.Queen_Emma?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=1,"[""Harriet O'Brien""]",3.81,779,10,11th-century,79,9.99,[],234,2005,40
The Prophet and the Age of the Caliphates: The Islamic Near East from the 6th to the 11th Century,https://www.goodreads.com/book/show/1170490.The_Prophet_and_the_Age_of_the_Caliphates?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=2,['Hugh Kennedy'],3.7,161,20,11th-century,11,33.54,[],440,1986,41
"The Normans: Power, Conquest and Culture in 11th Century Europe",https://www.goodreads.com/book/show/58571000-the-normans?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=3,['Judith A. Green'],3.46,81,3,11th-century,26,10.99,[],368,2022,42
Avicenna's Medicine: A New Translation of the 11th-Century Canon with Practical Applications for Integrative Health Care,https://www.goodreads.com/book/show/17327365-avicenna-s-medicine?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=4,['Avicenna'],4.3,243,15,11th-century,18,22.99,[],480,1025,43
Byzantine History in the 11th Century: A Brief Introduction,https://www.goodreads.com/book/show/46150035-byzantine-history-in-the-11th-century?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=5,['Eileen Stephenson'],4.06,36,3,11th-century,10,0.00,['Kindle'],80,2019,44
"Al-Hind, the Making of the Indo-Islamic World: Early Medieval India and the Expansion of Islam 7Th-11th Centuries (001)",https://www.goodreads.com/book/show/2059461.Al_Hind_the_Making_of_the_Indo_Islamic_World?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=6,['André Wink'],4.15,13,5,11th-century,3,,,404,1990,45
The Armies of Islam 7th-11th Centuries (Osprey Men-at-Arms #125),https://www.goodreads.com/book/show/456288.The_Armies_of_Islam_7th_11th_Centuries?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=7,"['David Nicolle', 'Angus McBride']",3.87,45,4,11th-century,3,,,48,1982,46
"The Khazars: A Judeo-Turkish Empire of the Steppes, 7th -11th Centuries A.D.",https://www.goodreads.com/book/show/40046223-the-khazars?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=8,"['Mikhail Zhirohov', 'David Nicolle', 'Christa Hook']",4.03,35,6,11th-century,6,,,48,2019,47
Byzantine Warship vs Arab Warship: 7th–11th centuries,https://www.goodreads.com/book/show/22176145-byzantine-warship-vs-arab-warship?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=10,['Angus Konstam'],3.91,11,11,11th-century,1,,,80,2015,49
S?r?n?ga?rapraka?s?a of Bhoja [Srngaraprakasa]; Part 1 - Adhya?ya 1-14 (Harvard Oriental Series #53) by 11th Century] King Bhojara?ja of Malwa (1998-02-01),https://www.goodreads.com/book/show/148773116-s-r-n-ga-rapraka-s-a-of-bhoja-srngaraprakasa-part-1---adhya-ya-1-14?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=11,['11th Century] King Bhojara?ja of Malwa'],0.0,0,1,11th-century,0,,,Hardcover,,50
The Other Conquest: The Norman Conquest of Sicily in the 11th Century,https://www.goodreads.com/book/show/11854854-the-other-conquest?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=12,['John Julius Norwich'],4.35,242,26,11th-century,21,13.99,[],355,1967,51
Emperor and Aristocracy in Heian Japan: 10th and 11th centuries,https://www.goodreads.com/book/show/19833934-emperor-and-aristocracy-in-heian-japan?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=13,"['Francine Herail', 'Wendy Cobcroft']",3.17,6,1,11th-century,1,,,330,2013,52
Wild Field: An 11th Century Love Story,https://www.goodreads.com/book/show/56169510-wild-field?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=14,['Johnny Stonborough'],4.1,10,2,11th-century,5,0.00,['Kindle'],474,2020,53
"Printing for Profit: The Commercial Publishers of Jianyang, Fujian (11th-17th Centuries)",https://www.goodreads.com/book/show/2928927-printing-for-profit?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=15,['Lucille Chia'],4.67,6,1,11th-century,3,,,472,2003,54
Viking World: A Guide to 11th Century Scandinavia,https://www.goodreads.com/book/show/3254549-viking-world?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=16,['Julie Ferris'],3.88,8,2,11th-century,1,,,32,2000,55
"Continuity and Change in Medieval Persia: Aspects of Administrative, Economic and Social History, 11Th-14th Century",https://www.goodreads.com/book/show/206846.Continuity_and_Change_in_Medieval_Persia?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=17,['Ann K.S. Lambton'],3.74,31,4,11th-century,5,,,425,1988,56
"King's Spies, The: An 11th century mystery (A Geoffrey Mappestone Mystery Book 4)",https://www.goodreads.com/book/show/34323941-king-s-spies-the?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=18,['Simon Beaufort'],4.04,83,6,11th-century,9,,,320,2004,57
Mannerism in Arabic Poetry: A Structural Analysis of Selected Texts (3rd Century AH/9th Century AD – 5th Century AH/11th Century AD) (Cambridge Studies in Islamic Civilization),https://www.goodreads.com/book/show/3076770-mannerism-in-arabic-poetry?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=19,['Stefan Sperl'],4.67,3,3,11th-century,2,,,240,1989,58
Mediaeval Manichaean Book Art: A Codicological Study of Iranian and Turkic Illuminated Book Fragments from 8th-11th Century East Central Asia,https://www.goodreads.com/book/show/125428.Mediaeval_Manichaean_Book_Art?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=20,['Zsuzsanna Gulacsi'],3.0,1,2,11th-century,1,,,252,2005,59
The Wizard Popes of the 11th Century: by Pseudo-Cardinal Beno,https://www.goodreads.com/book/show/59770483-the-wizard-popes-of-the-11th-century?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=21,['Robert Nixon'],5.0,2,1,11th-century,0,1.99,[],12,2021,60
Campuramayanam / Sribhojanrpatina Viricitam ; [Edited By] Jivananda Vidyasagara Bhattacaryya (1878) [Leather Bound],https://www.goodreads.com/book/show/124093814-campuramayanam-sribhojanrpatina-viricitam-edited-by-jivananda-vidy?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=23,['King of Malwa active 11th century. Bhojaraja'],0.0,0,1,11th-century,0,,,136,2022,62
"The Fountain of Life, Fons Vitae",https://www.goodreads.com/book/show/71653352-the-fountain-of-life-fons-vitae?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=24,['Active 11th Century Ibn Gabirol'],4.07,14,19,11th-century,0,4.99,[],152,1042,63
"Ilm At-Tasawwuf. ""The Science of Sufism""",https://www.goodreads.com/book/show/107703662-ilm-at-tasawwuf-the-science-of-sufism?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=26,['Anonymous Persian Author of Late 10th Early 11th Century'],0.0,0,1,11th-century,0,,,469,2012,65
Campuramayanam / Sribhojarajasarvabhaumaviracitam ; Laksmanasuriviracitam Yuddhakandam ; Ramacandrabudhendraviracitayavyakhyaya Sametam ; Laksmanasarmatanujanusha (1917) [Leather Bound],https://www.goodreads.com/book/show/124095183-campuramayanam-sribhojarajasarvabhaumaviracitam-laksmanasuriviracita?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=27,['King of Malwa active 11th century. Bhojaraja'],0.0,0,1,11th-century,0,,,404,2022,66
Vijñnabhairava,https://www.goodreads.com/book/show/81315562-vij-nabhairava?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=28,['11th century Kemarja Rjnaka'],0.0,0,2,11th-century,0,,,248,2011,67
Irano-Turkic Cultural Contacts in the 11th-17th Centuries,https://www.goodreads.com/book/show/16118208-irano-turkic-cultural-contacts-in-the-11th-17th-centuries?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=29,['Éva M. Jeremiás'],4.0,2,1,11th-century,0,,,253,2003,68
"The Slavic Religion in the Light of 11th- And 12th-Century German Chronicles (Thietmar of Merseburg, Adam of Bremen, Helmold of Bosau): Studies on the Christian Interpretation of Pre-Christian Cults and Beliefs in the Middle Ages",https://www.goodreads.com/book/show/53164712-the-slavic-religion-in-the-light-of-11th--and-12th-century-german-chroni?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=30,['Stanislaw Rosik'],0.0,0,1,11th-century,0,,,452,2020,69
General History of Africa volume 3: Africa from the 7th to the 11th Century (Unesco General History of Africa,https://www.goodreads.com/book/show/599487.General_History_of_Africa_volume_3?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=31,['I. Hrbek'],4.0,2,1,11th-century,0,,,416,1992,70
"Jews in Early Christian Law: Byzantium and the Latin West, 6th-11th Centuries",https://www.goodreads.com/book/show/20863659-jews-in-early-christian-law?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=32,"['L Foschia', 'C. Nemo-Pekelman', 'John V. Tolan']",0.0,0,1,11th-century,0,,,379,2014,71
Mosaics of Thessaloniki: 4th to 11th Century,https://www.goodreads.com/book/show/18649016-mosaics-of-thessaloniki?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=33,"['Bakirtzis', 'Charalambos', 'Kourkoutidou-Nikolaidou']",4.5,2,1,11th-century,0,,,360,2012,72
"Early Albania: A Reader of Historical Texts 11th-17th Centuries (Balkanologische Verèoffentlichungen,)",https://www.goodreads.com/book/show/4817227-early-albania?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=34,['Professor Robert Elsie'],4.0,2,2,11th-century,1,,,233,2003,73
"Ten Centuries of Spanish Poetry: An Anthology in English Verse with Original Texts, from the 11th Century to the Generation of 1898",https://www.goodreads.com/book/show/5676025-ten-centuries-of-spanish-poetry?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=35,['Eleanor J. Turnbull'],4.67,3,7,11th-century,0,,,468,1955,74
The Lives of Three Women in 11th Century Japan (100 Copy Collector's Edition),https://www.goodreads.com/book/show/56367100-the-lives-of-three-women-in-11th-century-japan?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=36,"['Lady Sarashina', 'Murasaki Shikibu', 'Izumi Shikibu']",0.0,0,1,11th-century,0,,,160,2020,75
"Viking Age War Fleets: Shipbuilding, resource management and maritime warfare in 11th-century Denmark (Maritime Culture of the North)",https://www.goodreads.com/book/show/29008330-viking-age-war-fleets?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=37,['Morten Ravn'],4.5,2,1,11th-century,1,,,164,2017,76
The Byzantine-Seljuk Wars: The History and Legacy of the Battles for Asia Minor in the 11th Century,https://www.goodreads.com/book/show/203299312-the-byzantine-seljuk-wars?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=38,['Charles River Editors'],3.0,1,4,11th-century,0,0.00,['Kindle'],81,2023,77
As I Crossed a Bridge of Dreams: Recollections of a Woman in 11th-Century Japan (Penguin Classics) by Sarashina(1994-05-03),https://www.goodreads.com/book/show/161930946-as-i-crossed-a-bridge-of-dreams?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=39,['Sarashina'],4.0,2,4,11th-century,1,,,Paperback,,78
Commercial Relations Between Arabs and Slavs: (9th-11th centuries),https://www.goodreads.com/book/show/26803594-commercial-relations-between-arabs-and-slavs?from_search=true&from_srp=true&qid=2y1VGNsfSW&rank=40,"['Ahmad Nazmi', 'Janusz Danecki']",3.67,3,1,11th-century,0,9.99,[],298,2015,79
A History of Ancient and Early Medieval India: From the Stone Age to the 12th Century,https://www.goodreads.com/book/show/15785687-a-history-of-ancient-and-early-medieval-india?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=1,['Upinder Singh'],4.15,784,10,12th-century,50,115.00,[],677,2006,80
The Book of Beasts: Being a Translation from a Latin Bestiary of the 12th Century,https://www.goodreads.com/book/show/821861.The_Book_of_Beasts?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=2,['T.H. White'],4.06,353,21,12th-century,27,,,296,1125,81
The Templar Mission to Oak Island and Beyond: Search for Ancient Secrets: The Shocking Revelations of a 12th Century Manuscript,https://www.goodreads.com/book/show/34750167-the-templar-mission-to-oak-island-and-beyond?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=3,['Zena Halpern'],4.13,439,2,12th-century,38,0.00,['Kindle'],371,2017,82
Partings at Dawn: An Anthology of Japanese Gay Literature (12th - 20th Century),https://www.goodreads.com/book/show/2145057.Partings_at_Dawn?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=4,"['Stephen      Miller', 'Paul Gordon Schalow']",4.16,32,4,12th-century,4,,,351,1996,83
The Growth of Mysticism: Gregory the Great Through the 12th Century,https://www.goodreads.com/book/show/959942.The_Growth_of_Mysticism?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=5,['Bernard McGinn'],4.32,38,4,12th-century,2,,,648,1994,84
The White Ladies of Worcester: A Romance of the 12th Century,https://www.goodreads.com/book/show/1261486.The_White_Ladies_of_Worcester?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=6,['Florence L. Barclay'],3.93,130,92,12th-century,15,3.99,[],,1917,85
"Forgotten Dragon: A Novel of 12th century Wales (The Madog Trilogy, #1)",https://www.goodreads.com/book/show/30834145-forgotten-dragon?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=7,['David Pryce'],3.92,24,4,12th-century,3,,,222,2015,86
French Gothic Architecture of the 12th and 13th Centuries,https://www.goodreads.com/book/show/586999.French_Gothic_Architecture_of_the_12th_and_13th_Centuries?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=8,['Jean Bony'],4.4,15,6,12th-century,1,,,623,1983,87
Templar Convivencia: Templars and Their Associates in 12th and 13th Century Iberia,https://www.goodreads.com/book/show/15715597-templar-convivencia?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=9,['Paula R. Stiles'],3.0,6,1,12th-century,0,0.00,['Kindle'],345,2012,88
The Anarchy: The History and Legacy of the Civil War in England and Normandy during the 12th Century,https://www.goodreads.com/book/show/54965961-the-anarchy?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=10,['Charles River Editors'],4.0,8,3,12th-century,2,0.00,['Kindle'],62,2020,89
The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.3-4. Volume sec. [Leather Bound],https://www.goodreads.com/book/show/140989269-the-feudal-history-of-the-county-of-derby?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=11,"['The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh', 'The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh']",0.0,0,1,12th-century,0,,,594,2018,90
Enemies at the Gate: English Castles Under Siege from the 12th Century to the Civil War,https://www.goodreads.com/book/show/435557.Enemies_at_the_Gate?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=12,['Julian Humphrys'],3.46,13,3,12th-century,1,,,208,2007,91
Name Your Medieval Character: Medieval Christian Names (12th-13th Centuries),https://www.goodreads.com/book/show/18300528-name-your-medieval-character?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=13,['Joyce DiPastena'],4.12,25,3,12th-century,4,2.99,[],ebook,2013,92
